email,company_name,address,stage,last_sent_date,initial_sent_date,除外
ycb_info@ycb.ac.jp,専門学校 山形V.カレッジ,,follow2,2026-02-25,2026-02-22,
info@ymisn.ac.jp,山形医療技術専門学校,,follow2,2026-02-25,2026-02-22,
shikasen@keishi.org,山形歯科専門学校,,follow2,2026-02-25,2026-02-22,
yamacho@uyo.ac.jp,山形調理師専門学校,,follow2,2026-02-25,2026-02-22,
yacd@yacd.ac.jp,山形デザイン専門学校,,follow2,2026-02-25,2026-02-22,
f-info@ksen.ac.jp,ケイセンビジネス公務員カレッジ,,follow2,2026-02-25,2026-02-22,
info@k-tohto.ac.jp,郡山健康科学専門学校,,follow2,2026-02-25,2026-02-22,
info@khc.ac.jp,郡山ヘアメイクカレッジ,,follow2,2026-02-25,2026-02-22,
bosyu@touhoku-ds.com,東北歯科専門学校,,follow2,2026-02-25,2026-02-22,
nougyou.noutan@pref.fukushima.lg.jp,福島県農業総合センター農業短期大学校,,follow2,2026-02-25,2026-02-22,
info@imajo.net,今泉服飾専門学校,,follow2,2026-02-25,2026-02-22,
kit@f.email.ne.jp,いわき文化服飾専門学校,,follow2,2026-02-25,2026-02-22,
ohta-nurse@ohta-hp.or.jp,太田看護専門学校,,follow2,2026-02-25,2026-02-22,
gakko@ohara-hp.or.jp,大原看護専門学校,,follow2,2026-02-25,2026-02-22,
infom@k-kango.or.jp,郡山看護専門学校,,follow2,2026-02-25,2026-02-22,
s-kaigo@shintokukai.org,しらかわ介護福祉専門学校,,follow2,2026-02-25,2026-02-22,
ribiyo000@fbba.jp,福島県高等理容美容学院,,follow2,2026-02-25,2026-02-22,
gakkou@a-ru.ac.jp,アール医療福祉専門学校,,follow2,2026-02-25,2026-02-22,
info@iasc.ac.jp,いばらきどうぶつ専門学校,,follow2,2026-02-25,2026-02-22,
info@mmc.ac.jp,医療専門学校 水戸メディカルカレッジ,,follow2,2026-02-25,2026-02-22,
nyugaku@tact.ac.jp,専門学校つくば自動車大学校,,follow2,2026-02-25,2026-02-22,
design@bunka-gakuen.ac.jp,専門学校 文化デザイナー学院,,follow2,2026-02-25,2026-02-22,
my1@mito.ac.jp,専門学校 水戸自動車大学校,,follow2,2026-02-25,2026-02-22,
thw@n-tsukuba.ac.jp,筑波医療福祉専門学校,,follow2,2026-02-25,2026-02-22,
nyugaku@tist.ac.jp,筑波研究学園専門学校,,follow2,2026-02-25,2026-02-22,
info@tip.ac.jp,つくば国際ペット専門学校,,follow2,2026-02-25,2026-02-22,
nyugaku@tsg.ac.jp,つくばビジネスカレッジ専門学校,,follow2,2026-02-25,2026-02-22,
nyugaku@n-tsuchiura.ac.jp,筑波保育医療専門学校,,follow2,2026-02-25,2026-02-22,
info@nakacho.com,中川学園調理技術専門学校,,follow2,2026-02-25,2026-02-22,
info@lily.ac.jp,リリーこども＆スポーツ専門学校,,follow2,2026-02-25,2026-02-22,
chuuoukansen@pref.ibaraki.lg.jp,茨城県立中央看護専門学校,,follow2,2026-02-25,2026-02-22,
guideline@akf.ac.jp,足利製菓専門学校,,follow2,2026-02-25,2026-02-22,
mailacd@acd.ac.jp,足利デザイン・ビューティ専門学校,,follow2,2026-02-25,2026-02-22,
ubdc@ubdc.ac.jp,宇都宮アート＆スポーツ専門学校,,follow2,2026-02-25,2026-02-22,
nyuugaku@media-arts.ac.jp,宇都宮メディア・アーツ専門学校,,follow2,2026-02-25,2026-02-22,
info@oyamashika.ac.jp,小山歯科衛生士専門学校,,follow2,2026-02-25,2026-02-22,
info@tbc-u.ac.jp,国際看護介護保育専門学校,,follow2,2026-02-25,2026-02-22,
info@oyama.ac.jp,国際TBC調理・パティシエ専門学校,,follow2,2026-02-25,2026-02-22,
info@tec.ac.jp,国際テクニカル調理製菓専門学校,,follow2,2026-02-25,2026-02-22,
fashion-info@tbcgakuin.ac.jp,国際ファッションビューティ専門学校,,follow2,2026-02-25,2026-02-22,
info@fashionpet.ac.jp,国際ペット総合専門学校,,follow2,2026-02-25,2026-02-22,
info@skr.ac.jp,さくら医療福祉専門学校,,follow2,2026-02-25,2026-02-22,
info@maronie.jp,マロニエ医療福祉専門学校,,follow2,2026-02-25,2026-02-22,
nougyou-dai@pref.tochigi.lg.jp,栃木県農業大学校,,follow2,2026-02-25,2026-02-22,
info@sanyu.ac.jp,IFC栄養専門学校宇都宮校,,follow2,2026-02-25,2026-02-22,
office@mgl.ac.jp,太田動物専門学校,,follow2,2026-02-25,2026-02-22,
gunbi@gunbi.ac.jp,群馬県美容専門学校,,follow2,2026-02-25,2026-02-22,
seikyu@ns.yamasaki.ac.jp,東日本デザイン＆コンピュータ専門学校,,follow2,2026-02-25,2026-02-22,
college@felica.ac.jp,フェリカ家づくり専門学校,,follow2,2026-02-25,2026-02-22,
nourinkou@pref.gunma.lg.jp,群馬県立農林大学校,,follow2,2026-02-25,2026-02-22,
m.info@gunei.ac.jp,育英メディカル専門学校,,follow2,2026-02-25,2026-02-22,
isesaki-beauty@k1.wind.ne.jp,伊勢崎美容専門学校,,follow2,2026-02-25,2026-02-22,
jitsumusya@oizumihosen.ac.jp,大泉保育福祉専門学校,,follow2,2026-02-25,2026-02-22,
mail@ota-kango.ac.jp,太田高等看護学院,,follow2,2026-02-25,2026-02-22,
info@aoi.ac.jp,葵メディカルアカデミー,,follow2,2026-02-25,2026-02-22,
arscc@arsnet.ac.jp,アルスコンピュータ専門学校,,follow2,2026-02-25,2026-02-22,
nyushi@kantofukushi.ac.jp,関東福祉専門学校,,follow2,2026-02-25,2026-02-22,
info@sairibi.com,埼玉県理容美容専門学校,,follow2,2026-02-25,2026-02-22,
info@saitama-cmcc.ac.jp,埼玉コンピュータ＆医療事務専門学校,,follow2,2026-02-25,2026-02-22,
dtcs@dtcs.ac.jp,埼玉歯科技工士専門学校,,follow2,2026-02-25,2026-02-22,
welcome@seibugakuen.ac.jp,西武学園医学技術専門学校 所沢校,,follow2,2026-02-25,2026-02-22,
kic@nga.co.jp,専門学校 関東工業自動車大学校,,follow2,2026-02-25,2026-02-22,
toda-ns_boshu@tmg.or.jp,戸田中央看護専門学校,,follow2,2026-02-25,2026-02-22,
dh-info@isu.ac.jp,医療創生大学歯科衛生専門学校,,follow2,2026-02-25,2026-02-22,
info@kokuigak.jp,国際医療福祉専門学校,,follow2,2026-02-25,2026-02-22,
seikyu@itc.ac.jp,専門学校 国際理工カレッジ,,follow2,2026-02-25,2026-02-22,
info@cdg.ac.jp,専門学校千葉デザイナー学院,,follow2,2026-02-25,2026-02-22,
info-cts@cts.ac.jp,(専)中央自動車大学校,,follow2,2026-02-25,2026-02-22,
info@toyoribi.ac.jp,東洋理容美容専門学校,,follow2,2026-02-25,2026-02-22,
it-admission@nkk.ac.jp,日本国際工科専門学校,,follow2,2026-02-25,2026-02-22,
pari-1@pasobi.com,パリ総合美容専門学校柏校,,follow2,2026-02-25,2026-02-22,
info@paribi.com,パリ総合美容専門学校千葉校,,follow2,2026-02-25,2026-02-22,
info@chuoko.ac.jp,中央工学校,,follow2,2026-02-25,2026-02-22,
nyugaku@tsuji.ac.jp,辻調理師専門学校 東京,,follow2,2026-02-25,2026-02-22,
info@tech.ac.jp,東京デザインテクノロジーセンター専門学校,,follow2,2026-02-25,2026-02-22,
info@hollywood.ac.jp,ハリウッド美容専門学校,,follow2,2026-02-25,2026-02-22,
sodan@trajal.ac.jp,エアライン・鉄道・ホテル・テーマパーク専門学校東京,,follow2,2026-02-25,2026-02-22,
nyugaku@aoyamaseizu.ac.jp,青山製図専門学校,,follow2,2026-02-25,2026-02-22,
info@alpha-net.ac.jp,アルファ医療福祉専門学校,,follow2,2026-02-25,2026-02-22,
info@oda.ac.jp,織田製菓専門学校,,follow2,2026-02-25,2026-02-22,
ksenmong@eiyo.ac.jp,香川調理製菓専門学校,,follow2,2026-02-25,2026-02-22,
kbc@kubota.ac.jp,窪田理容美容専門学校,,follow2,2026-02-25,2026-02-22,
info@kokusai-kyouritsu.ac.jp,国際理容美容専門学校,,follow2,2026-02-25,2026-02-22,
info@kose-ac.jp,コーセー美容専門学校,,follow2,2026-02-25,2026-02-22,
c-info@shobi.ac.jp,尚美ミュージックカレッジ専門学校,,follow2,2026-02-25,2026-02-22,
info@agekke.ac.jp,スポーツ健康医療専門学校,,follow2,2026-02-25,2026-02-22,
nyuugaku@kccollege.ac.jp,アーツカレッジヨコハマ,,follow2,2026-02-25,2026-02-22,
info@mbsi.ac.jp,医療ビジネス観光福祉専門学校,,follow2,2026-02-25,2026-02-22,
info@kanafuku.ac.jp,神奈川社会福祉専門学校,,follow2,2026-02-25,2026-02-22,
info@cbc.ac.jp,外語ビジネス専門学校,,follow2,2026-02-25,2026-02-22,
shimizue@shimizu-gakuen.jp,湘南歯科衛生士専門学校,,follow2,2026-02-25,2026-02-22,
kangokoho@chigakan.ac.jp,茅ヶ崎看護専門学校,,follow2,2026-02-25,2026-02-22,
info@crc.ac.jp,茅ヶ崎リハビリテーション専門学校,,follow2,2026-02-25,2026-02-22,
hijiri@hijiri.ac.jp,聖ヶ丘保育専門学校,,follow2,2026-02-25,2026-02-22,
info@shikishima.ac.jp,ヨコスカ調理製菓専門学校,,follow2,2026-02-25,2026-02-22,
info@yokohama-isen.ac.jp,横浜医療専門学校,,follow2,2026-02-25,2026-02-22,
info@ycdc.ac.jp,横浜歯科医療専門学校,,follow2,2026-02-25,2026-02-22,
info@yse-c.net,横浜システム工学院専門学校,,follow2,2026-02-25,2026-02-22,
info@nics.ac.jp,新潟情報専門学校,,follow2,2026-02-25,2026-02-22,
chepa@eishin.ac.jp,シェフパティシエ専門学校,,follow2,2026-02-25,2026-02-22,
boshu-nk@yukyusutoku.jp,上越看護専門学校,,follow2,2026-02-25,2026-02-22,
info@usui-gakuen.ac.jp,臼井美容専門学校,,follow2,2026-02-25,2026-02-22,
info@t-ohara.ac.jp,富山大原簿記公務員医療専門学校,,follow2,2026-02-25,2026-02-22,
info@toyama-bb.ac.jp,富山県理容美容専門学校,,follow2,2026-02-25,2026-02-22,
bit@urayama.ac.jp,富山情報ビジネス専門学校,,follow2,2026-02-25,2026-02-22,
kangosenmon-01@city.toyama.lg.jp,富山市立看護専門学校,,follow2,2026-02-25,2026-02-22,
tcfl@tcfl.ac.jp,富山市立富山外国語専門学校,,follow2,2026-02-25,2026-02-22,
oc-entry@toyama-bc.ac.jp,専門学校富山ビューティーカレッジ,,follow2,2026-02-25,2026-02-22,
youseisho@takaoka1.com,高岡第一学園幼稚園教諭・保育士養成所,,follow2,2026-02-25,2026-02-22,
mirai@takaoka-kango.jp,富山県高岡看護専門学校,,follow2,2026-02-25,2026-02-22,
mail@ishikawa-chourishi.ac.jp,石川県調理師専門学校,,follow2,2026-02-25,2026-02-22,
kist@kist.ac.jp,金沢科学技術大学校,,follow2,2026-02-25,2026-02-22,
request@k-fukushi.ac.jp,金沢福祉専門学校,,follow2,2026-02-25,2026-02-22,
info@kbg.sc.jp,国際動物看護専門学校,,follow2,2026-02-25,2026-02-22,
kra.info@century.ac.jp,専門学校 金沢リハビリテーションアカデミー,,follow2,2026-02-25,2026-02-22,
info@fcti.ac.jp,専門学校ファースト学園金沢校,,follow2,2026-02-25,2026-02-22,
kangogakkou@city.kaga.lg.jp,加賀看護学校,,follow2,2026-02-25,2026-02-22,
info@kanazawakango.jp,金沢看護専門学校,,follow2,2026-02-25,2026-02-22,
kifs@kit-es.co.jp,金沢製菓調理専門学校,,follow2,2026-02-25,2026-02-22,
info@kifs-nanao.ac.jp,国際医療福祉専門学校 七尾校,,follow2,2026-02-25,2026-02-22,
tsushin@alice-japan.net,専門学校アリス学園,,follow2,2026-02-25,2026-02-22,
info@amaya.ac.jp,天谷調理製菓専門学校,,follow2,2026-02-25,2026-02-22,
info@fukui-bunka.ac.jp,専門学校福井文化服装学院,,follow2,2026-02-25,2026-02-22,
info@takefukango.ac.jp,武生看護専門学校,,follow2,2026-02-25,2026-02-22,
info@fmw.ac.jp,福井県医療福祉専門学校,,follow2,2026-02-25,2026-02-22,
mail@fukuiribi.jp,福井県理容美容専門学校,,follow2,2026-02-25,2026-02-22,
harada@kcc.ac.jp,甲府市立甲府商科専門学校,,follow2,2026-02-25,2026-02-22,
kansen@city.fujiyoshida.lg.jp,富士吉田市立看護専門学校,,follow2,2026-02-25,2026-02-22,
info@suntech.ac.jp,専門学校サンテクノカレッジ,,follow2,2026-02-25,2026-02-22,
info@yamabisen.net,山梨県美容専門学校,,follow2,2026-02-25,2026-02-22,
info@shuho264.com,山梨秀峰調理師専門学校,,follow2,2026-02-25,2026-02-22,
info@uejobi.ac.jp,上田情報ビジネス専門学校,,follow2,2026-02-25,2026-02-22,
kouho@kowagakuen.ac.jp,信州スポーツ医療福祉専門学校,,follow2,2026-02-25,2026-02-22,
info@kuroki.ac.jp,専門学校カレッジオブキャリア,,follow2,2026-02-25,2026-02-22,
info@nagano-iryoueisei.ac.jp,長野医療衛生専門学校,,follow2,2026-02-25,2026-02-22,
info@nagano-kyumeiiryou.ac.jp,長野救命医療専門学校,,follow2,2026-02-25,2026-02-22,
info@m-chouri-seika.ac.jp,松本調理師製菓師専門学校,,follow2,2026-02-25,2026-02-22,
info@iidanet.or.jp,飯田コアカレッジ,,follow2,2026-02-25,2026-02-22,
info@ueda-kango.ac.jp,上田看護専門学校,,follow2,2026-02-25,2026-02-22,
shigemoto.emiko@exc.epson.co.jp,エプソン情報科学専門学校,,follow2,2026-02-25,2026-02-22,サプレッション
info@okagakuen.com,岡学園トータルデザインアカデミー,,follow2,2026-02-25,2026-02-22,
info@nurse-komoro.org,小諸看護専門学校,,follow2,2026-02-25,2026-02-22,
sakukan@sakuhp.or.jp,佐久総合病院看護専門学校,,follow2,2026-02-25,2026-02-22,
mia@mira.ac.jp,信州松本動物専門学校,,follow2,2026-02-25,2026-02-22,
ssksg@suwa-kango.jrc.or.jp,諏訪赤十字看護専門学校,,follow2,2026-02-25,2026-02-22,
toyosen2127@toyonosenshu.ed.jp,豊野高等専修学校,,follow2,2026-02-25,2026-02-22,
gifu-chouri@smile.ac.jp,岐阜調理専門学校,,follow2,2026-02-25,2026-02-22,
info@ajisai.ac.jp,中部国際医療学院,,follow2,2026-02-25,2026-02-22,
info@berufort.ac.jp,ベルフォート美容専門学校,,follow2,2026-02-25,2026-02-22,
c22607@pref.gifu.lg.jp,岐阜県立下呂看護専門学校,,follow2,2026-02-25,2026-02-22,
info@horticulture.ac.jp,岐阜県立国際園芸アカデミー,,follow2,2026-02-25,2026-02-22,
info@forest.ac.jp,岐阜県立森林文化アカデミー,,follow2,2026-02-25,2026-02-22,
kangosenmon@city.gifu.gifu.jp,岐阜市立看護専門学校,,follow2,2026-02-25,2026-02-22,
iihara@he.mirai.ne.jp,飯原服装専門学校,,follow2,2026-02-25,2026-02-22,
vn@hirano.ac.jp,ヴィジョンネクスト情報デザイン専門学校,,follow2,2026-02-25,2026-02-22,
college@shinsei-kai.or.jp,サンビレッジ国際医療福祉専門学校,,follow2,2026-02-25,2026-02-22,
info@school.ac.jp,日本総合ビジネス専門学校,,follow2,2026-02-25,2026-02-22,
fuji@fj.morishima.ac.jp,専門学校 富士リハビリテーション大学校,,follow2,2026-02-25,2026-02-22,
info@tokaicom.ac.jp,東海医療学園専門学校,,follow2,2026-02-25,2026-02-22,
chori@mizumoto.ac.jp,東海調理製菓専門学校,,follow2,2026-02-25,2026-02-22,
numasen@numasen.ac.jp,沼津情報・ビジネス専門学校,,follow2,2026-02-25,2026-02-22,
info@hama-cho.net,浜松調理菓子専門学校,,follow2,2026-02-25,2026-02-22,
kango@city.numazu.lg.jp,沼津市立看護専門学校,,follow2,2026-02-25,2026-02-22,
kango@city.hamamatsu.shizuoka.jp,浜松市立看護専門学校,,follow2,2026-02-25,2026-02-22,
info@chubu-kango.jp,組合立静岡県中部看護専門学校,,follow2,2026-02-25,2026-02-22,
mail@ict-atami.jp,国際観光専門学校 熱海校,,follow2,2026-02-25,2026-02-22,
ask@kotoba.ac.jp,国際ことば学院外国語専門学校,,follow2,2026-02-25,2026-02-22,サプレッション
info@gotenbakango.ac.jp,御殿場看護学校,,follow2,2026-02-25,2026-02-22,
info@nsm.ac.jp,名古屋スクールオブミュージック＆ダンス専門学校,,follow2,2026-02-25,2026-02-22,
info@aibi.ac.jp,愛知美容専門学校,,follow2,2026-02-25,2026-02-22,
acc@aichou.ac.jp,愛知調理専門学校,,follow2,2026-02-25,2026-02-22,
fashion@aichi-bunka.ac.jp,愛知文化服装専門学校,,follow2,2026-02-25,2026-02-22,
info@ipc.ac.jp,愛知ペット専門学校,,follow2,2026-02-25,2026-02-22,
jimu@iimt.jp,国際医学技術専門学校,,follow2,2026-02-25,2026-02-22,
gakuin@n-ishida.ac.jp,専門学校星城大学リハビリテーション学院,,follow2,2026-02-25,2026-02-22,
gakuseibu@toyota-tcn.ac.jp,専門学校 トヨタ名古屋自動車大学校,,follow2,2026-02-25,2026-02-22,
n-designer@nag.ac.jp,専門学校 名古屋デザイナー・アカデミー,,follow2,2026-02-25,2026-02-22,
info@nsb.ac.jp,専門学校 名古屋ビジネス・アカデミー,,follow2,2026-02-25,2026-02-22,
va-nagoya@akademeia21.com,専門学校 名古屋ビジュアルアーツ・アカデミー,,follow2,2026-02-25,2026-02-22,
iseshima@kyoeigakuen.ac.jp,伊勢志摩リハビリテーション専門学校,,follow2,2026-02-25,2026-02-22,
info@ise-riyoubiyou.jp,伊勢理容美容専門学校,,follow2,2026-02-25,2026-02-22,
info@hair-artist-academy.com,ミエ・ヘア・アーチストアカデミー,,follow2,2026-02-25,2026-02-22,
info@abic.ac.jp,旭美容専門学校,,follow2,2026-02-25,2026-02-22,
ito-gakuen@kuwana-bunka.jp,桑名文化専門学校,,follow2,2026-02-25,2026-02-22,
soc@soc.ac.jp,鈴鹿オフィスワーク医療福祉専門学校,,follow2,2026-02-25,2026-02-22,
info@seijuji.jp,聖十字看護専門学校,,follow2,2026-02-25,2026-02-22,
admin@mie-ns.ac.jp,三重看護専門学校,,follow2,2026-02-25,2026-02-22,
info@ssc.ac.jp,四日市情報外語専門学校,,follow2,2026-02-25,2026-02-22,
oumi@tokei-co.org,近江神宮附属近江時計眼鏡宝飾専門学校,,follow2,2026-02-25,2026-02-22,
school@otsu-sn.jrc.or.jp,大津赤十字看護専門学校,,follow2,2026-02-25,2026-02-22,
info@nagara-gakuen.jp,向陽台水口専門学校,,follow2,2026-02-25,2026-02-22,
info@kkjc.com,国際経営情報専門学校,,follow2,2026-02-25,2026-02-22,
toiawase@tankai-shodo.ac.jp,淡海書道文化専門学校,,follow2,2026-02-25,2026-02-22,
info@kasd.ac.jp,京都建築大学校,,follow2,2026-02-25,2026-02-22,
cdc@office.kyoto-art.ac.jp,京都芸術デザイン専門学校,,follow2,2026-02-25,2026-02-22,
hello@kcg.ac.jp,京都コンピュータ学院京都駅前校,,follow2,2026-02-25,2026-02-22,
info@kyoto-tech.ac.jp,京都デザイン＆テクノロジー専門学校,,follow2,2026-02-25,2026-02-22,
kyori-koho@kyori.ac.jp,京都理容美容専修学校,,follow2,2026-02-25,2026-02-22,
kpsn@mxc.nkansai.ne.jp,京都府立看護学校,,follow2,2026-02-25,2026-02-22,サプレッション
amuse@abc.ac.jp,アミューズ美容専門学校,,follow2,2026-02-25,2026-02-22,
info@kyoto-iken.ac.jp,京都医健専門学校,,follow2,2026-02-25,2026-02-22,
info@fukushi21.ac.jp,京都医療福祉専門学校,,follow2,2026-02-25,2026-02-22,
kccfl@kufs.ac.jp,京都外国語専門学校,,follow2,2026-02-25,2026-02-22,
info@kyotokenchiku.ac.jp,京都建築専門学校,,follow2,2026-02-25,2026-02-22,
info@sikasen.jp,京都歯科医療技術専門学校,,follow2,2026-02-25,2026-02-22,
info@kyoto-jidousha.ac.jp,京都自動車専門学校,,follow2,2026-02-25,2026-02-22,
taiwa_global@taiwa.ac.jp,京都製菓製パン技術専門学校,,follow2,2026-02-25,2026-02-22,
school@kyoto1.jrc.or.jp,京都第一赤十字看護専門学校,,follow2,2026-02-25,2026-02-22,
kangobu@kyoto2.jrc.or.jp,京都第二赤十字看護専門学校,,follow2,2026-02-25,2026-02-22,
info@toyoiryo.ac.jp,東洋医療専門学校,,follow2,2026-02-25,2026-02-22,
info@syusei.ac.jp,修成建設専門学校,,follow2,2026-02-25,2026-02-22,
info@vr-osaka.jp,ヴェールルージュ美容専門学校,,follow2,2026-02-25,2026-02-22,
info@oas.ac.jp,大阪アニメ・声優＆eスポーツ専門学校,,follow2,2026-02-25,2026-02-22,
osk-info@amg.ac.jp,大阪アミューズメントメディア専門学校,,follow2,2026-02-25,2026-02-22,
info@osaka-eco.ac.jp,大阪ECO動物海洋専門学校,,follow2,2026-02-25,2026-02-22,
info@trajal.info,大阪外国語・ホテル・エアライン専門学校,,follow2,2026-02-25,2026-02-22,
pc@osakagaigo.ac.jp,大阪外語専門学校,,follow2,2026-02-25,2026-02-22,
